"workerId","postId","userAgent","experimentID","taskID","modules/t1.html_time","modules/t1.html_answers","modules/t1.html_responses","modules/t1.html_grade","modules/t1.html_exitq","q1"
"debug","iw28ut84","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t1.html","3046","[true,false,false,true]","[true,true,true,true]","0.5","true","foooooooooo"
"workerId","postId","userAgent","experimentID","taskID","modules/t2.html_time","modules/t2.html_answers","modules/t2.html_responses","modules/t2.html_grade","modules/t2.html_exitq","q1"
"debug","iw28ut84","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t2.html","2874","[false,true]","[false,false]","0.5","true","foooooooooo"
"workerId","postId","userAgent","experimentID","taskID","modules/t3.html_time","modules/t3.html_answers","modules/t3.html_responses","modules/t3.html_grade","modules/t3.html_exitq","q1"
"debug","iw28ut84","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t3.html","3175","[true,false,true]","[true,true,true]","0.6666666666666666","true","foooooooooo"
"workerId","postId","userAgent","experimentID","taskID","modules/t4.html_time","modules/t4.html_answers","modules/t4.html_responses","modules/t4.html_grade","modules/t4.html_exitq","q1"
"debug","iw28ut84","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t4.html","3678","[true,true,false,true]","[true,true,true,true]","0.75","true","foooooooooo"
"workerId","postId","userAgent","experimentID","taskID","modules/t5.html_time","modules/t5.html_answers","modules/t5.html_responses","modules/t5.html_grade","modules/t5.html_exitq","q1"
"debug","iw28ut84","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html,modules/t8.html,modules/t9.html,modules/t10.html","modules/t5.html","2669","[false,true,true]","[true,true,true]","0.6666666666666666","true","foooooooooo"
"workerId","postId","userAgent","experimentID","taskID","modules/t6.html_time","modules/t6.html_answers","modules/t6.html_responses","modules/t6.html_grade","modules/t6.html_exitq","q1"
